source_id,ra,dec,pmra,pmdec
4421575273961572864,229.69124906539943,2.167449855509693,4.460734845647251,-9.518687193477554
4421572868783602304,229.60826036687763,2.080235226724852,,
4421573315458434816,229.66133732464328,2.0959362102310357,,
4421573212376895104,229.62661419479602,2.10288459563456,,
4421572971862343296,229.6232666702632,2.089428605085882,,
4421572044148629760,229.6417193344691,2.0569861785793107,,
4421478860534208000,229.5719057201301,2.045202908549422,,
4421571837989141632,229.69658541091553,2.053833896191959,,
4421573384176504448,229.64758620304784,2.104893301886323,4.609528645784991,-10.747125395043856
4421569157931074560,229.76372572871196,2.0569115531668607,-7.902934584848987,-5.815438430717972
4421478860534205184,229.57194979752035,2.044405691337287,3.4860630475095427,-9.271764620275714
4421573006218257792,229.63656564284426,2.0968362827057048,,
4421477829741762176,229.64361881718096,2.017079886393389,,
4421477314345686528,229.57540451112646,1.974136387827703,3.298423154487529,-10.066452387858787
4421568779972969984,229.7035073387266,2.0316156306084383,,
4421478757455617152,229.57990134999224,2.02365201496455,3.560365040346534,-10.80703519922044
4421525997800884352,229.49059108180748,2.0782453652940003,4.29216387335802,-7.884801771249897
4421572112864056064,229.67016912139212,2.069368798030679,,
4421573105001009280,229.57429795845104,2.0872279317123876,4.824689466534563,-11.035197951493833
4421473736638184832,229.68868585576462,1.965288771622295,4.444526013098199,-10.089777578301282
4421573830852561152,229.6575444013023,2.1464055414731966,3.6426587865988163,-8.273503439248874
4421571941065179392,229.63455836951601,2.037328394778862,2.0594236883283576,-7.024677544613942
4421574341953086976,229.7336098521013,2.138086681393597,3.902447136654013,-10.293095656597822
4421574964724468736,229.69755281429727,2.136074730582028,1.5048840260690595,-5.230798862309435
4421477275690797056,229.60114263739453,1.9749707862779455,3.597145273070492,-10.310132626965354
4421572353381868160,229.7278077878128,2.079995881344266,5.304555336302409,-11.984277215127856
4421573727773141504,229.6637399379277,2.1360447192970153,,
4421478963613420416,229.58819676206505,2.0548038313779107,,
4421571700550357888,229.67258131122347,2.0320768122636776,4.24577615048274,-9.60533599620085
4421572765702384896,229.61032610462675,2.0664658740421697,,
4421572284662512640,229.69089350779106,2.0686590147935435,2.6032998687415208,-7.916771651781175
4421478894893905664,229.58897496877955,2.0443300623640237,,
4421572971858347008,229.63075967786327,2.0866810010226273,,
4421571666186965376,229.65711692437216,2.0158192297591575,5.0343455077805555,-10.512079186478786
4421474698710874368,229.61955948629964,1.9772494639018512,3.6616240762292938,-8.858432425262226
4421573006218368512,229.63786039219204,2.1049566907812176,,
4421573452894770176,229.67783492239806,2.1187993766229374,4.215493464692951,-10.140743649941632
4421572662623335040,229.71329865130116,2.1154265365645792,,
4421573521614576256,229.67185839201343,2.133053816646732,,
4421572903142725248,229.64147461115294,2.08321295556579,4.9213202106948355,-11.691163033264688
4421478138980255872,229.59607590083158,2.036082583564453,,
4421573521616826368,229.67290978132317,2.125702279860774,,
4421572834423382272,229.6039570193996,2.073693444904567,,
4421478242059644416,229.53695388823968,1.9877674121912423,3.3272530496368735,-10.300648635281332
4421478787519173376,229.57674855332823,2.0312118670376567,,
4421572696980289152,229.68961215690396,2.112969222043814,3.7956499203618645,-10.238559940297044
4421574140092084224,229.71332928256194,2.1172541365437034,,
4421572834420690816,229.59974328243035,2.0750441559674218,5.953141189096565,-12.111874664179203
4421573830852561280,229.6598238337558,2.148079908360318,,
4421475970021178112,229.52885597356163,1.9705288694016376,4.42818584676234,-9.531029679437266
4421573487254437888,229.69463674819923,2.1258811245204856,3.8148848612991486,-9.800987775980536
4421571941065179264,229.63479164198276,2.0368841128022632,,
4421572177292623616,229.65142609038344,2.0767964125858156,5.46299478244458,-9.388349902724432
4421574243170543104,229.72242548344119,2.1344421822942286,8.539351650750401,-14.92051482461496
4421478001541659264,229.5857179012628,2.0202239297775604,,
4421571769269834496,229.66661740221025,2.041804964144077,,
4421573349817630080,229.66457002021258,2.1048007711862877,,
4421572353381867776,229.72658824192996,2.080104960628979,3.0185867251298277,-8.995177870315347
4421477310051011968,229.58367873043335,1.982973515325562,3.679576158132334,-9.568930531295745
4421478894893905792,229.59139422893634,2.0458849820499285,,
4421477275691234816,229.60364542704042,1.9686720516758967,4.046593282439514,-9.163717752034385
4421572319022471040,229.69968698661296,2.0863816344346273,,
4421571666186965248,229.65761455390287,2.016028816078557,5.474457288623942,-8.829983515095982
4421572903138567296,229.6357128134368,2.0794791608768097,,
4421575102166115456,229.7242397682518,2.148858901794399,,
4421573418535129344,229.66515575857926,2.1154199965189604,4.058702864254464,-9.606614713242637
4421573384175293568,229.64947891076233,2.101168092141587,,
4421572903142725120,229.6411976243038,2.0828971744441396,,
4421573311164076160,229.65576360142126,2.102183347345144,4.180147861311116,-9.958135527556472
4421572044144716928,229.64226495954574,2.0599087784145653,,
4421573418535361280,229.65300558901401,2.121381576525957,4.775283770881666,-10.098062164453195
4421572559543660032,229.66865877621072,2.0953251852588406,,
4421572834420690688,229.59983115065594,2.0751667545017307,,
4421573796493445760,229.64451333017053,2.1480847742621587,1.1605821454575154,-11.160609830828376
4421572800064119936,229.62872773801612,2.074702183944546,,
4421478001540627456,229.57967656205176,2.0172800523336067,4.79785952795728,-12.399783335618467
4421568779973952768,229.70074703391649,2.0178069713871394,4.061081903722813,-9.51613471207514
4421571975425087104,229.64066039326286,2.0501776598975936,,
4421478001541373696,229.58195832249302,2.0200565463476696,0.1528084429720653,-9.141449449850933
4421474565566535680,229.6693488294842,1.9838214201107693,3.631746869183953,-10.16391415998931
4421478963613420672,229.58846227583584,2.0548517653989857,,
4421474045880094208,229.63716516958823,1.9544137300314086,3.2624402595893525,-8.879083138045523
4421477275691234944,229.60092360820357,1.9700825752983422,3.8795467298329194,-10.490540457974934
4421573212377073664,229.6189579685412,2.108786722706007,,
4421478894895673216,229.58654979822222,2.042733446989847,3.5946141785124386,-9.62750149561628
4421568883052184704,229.7005920702356,2.0369007504904295,,
4421569123571336576,229.75809473739977,2.053742454664896,3.9963105953361633,-9.912543165712954
4421572971858347264,229.6310860513251,2.0863844723868876,3.6955261184332286,-11.288128070294364
4421572903138718848,229.63262742960976,2.07735632489713,-1.2821126894012431,-6.392444751475596
4421573521614539264,229.6696730902002,2.12964787451569,2.014305457789729,-8.95373119245277
4421479238491901440,229.56563693176918,2.0745016402037524,5.784140048169336,-8.44542596940635
4421478207699058048,229.53166868826244,1.98737695861843,3.8022522260403466,-9.93299900735327
4421572009788138112,229.62463901251218,2.044485373036707,,
4421570566678518528,229.78449018790783,2.0582058675153827,,
4421478104619740416,229.6259911571109,2.0249858639081673,5.384898700329863,-10.07702471817213
4421572559544189184,229.66808486601388,2.0892263731410385,,
4421573521616827264,229.67279755182128,2.124790858180515,,
4421572731339957120,229.6989582507622,2.112362725233304,3.3160284631005386,-9.199712325532204
4421474389473193728,229.6618808803823,1.9616035848552524,3.895422339436357,-9.664153520463573
4421572044144936320,229.6283256847805,2.061745924046697,,
4421478001540627584,229.57957817371386,2.016996402262305,3.7758850574794973,-9.461061727524541
4421573521616251008,229.66148053894014,2.126045204232496,,
4421571906705442688,229.67671994633466,2.0636366969584037,0.9737199324400556,-4.679962630556151
4421473637854853760,229.67785622415136,1.9431336636449157,4.530297887856495,-11.178756201406175
4421474599926274176,229.67968318426344,1.9909525711447864,,
4421473530479671424,229.67533533025778,1.9314704103545444,5.2287388315979335,-11.408156621747134
4421478997973159168,229.58879247453717,2.055467317366851,5.552059800879372,-10.953926436540927
4421572353381867520,229.724989433695,2.078141649932672,4.776283915334658,-7.029802566701402
4421477554863938560,229.57940225756926,1.998495707967473,4.481283082724598,-9.466592078606014
4421572765702382464,229.6110963081302,2.0652579103915945,,
4421477275691273344,229.60234740837896,1.985234421428645,3.6026406695259183,-9.874412168207618
4421571734906577024,229.64924479943235,2.031089228101905,3.475968219796856,-10.923279075710386
4421573624693926784,229.65356506372274,2.129765308587419,,
4421473942796531968,229.63484733216674,1.9316081450618412,3.6731585964108504,-9.191182907171616
4421568981832712704,229.74397579650915,2.0340140619427505,4.376138556410082,-10.067496878986642
4421478894895673088,229.59525489394716,2.047763129713771,4.027258577594525,-9.60541717624437
4421571975429705472,229.64539256093838,2.0516853261743835,,
4421478860534832768,229.565408155415,2.046504595863661,5.6064875362608255,-9.145184328467762
4421572280371888384,229.68862281844926,2.0641584996068127,3.9433946047800497,-10.188108774713356
4421573555974313984,229.6792384476622,2.1376211765898416,2.80428099638711,-10.547603661859993
4421478173339320064,229.61402696392932,2.0387860348589424,3.9488836773256204,-9.914566908075031
4421575205243195520,229.71641351896298,2.1707529140356114,,
4421572559544189312,229.66770214725378,2.08939616360167,,
4421573384179197696,229.65399540103851,2.1077894333019067,,
4421572422105184384,229.71130397673417,2.0867239543965743,2.761616271626316,-7.662958948096089
4421572800064120192,229.62594232635973,2.0740393091062748,,
4421573521616250880,229.66200684668388,2.125294116309888,,
4421573418537104128,229.6603926562543,2.112578605667244,,
4421571906705442560,229.6771773267806,2.063871680619549,,
4421572490821162240,229.68044706398513,2.0747524742208494,4.138273432751001,-10.447130913916231
4421478997973159296,229.58925644604307,2.0554107363527305,-1.7901289746075004,-0.791788130458186
4421575342684405248,229.6748610877663,2.1755649698861563,5.251356833858978,-11.927864422595853
4421569261008694272,229.7099001246034,2.0486291418199114,5.617629526144542,-11.58569185602921
4421526242614020608,229.54546637296042,2.089564037917906,4.112528726730069,-9.62356640249497
4421572319022251520,229.7099978841953,2.080623840325706,4.157478235425371,-9.506333069004853
4421573693415095168,229.6314281006856,2.1340560480436763,,
4421569123571335808,229.7573961702423,2.052561176933859,3.413635896686564,-9.895303261365811
4421573590334187520,229.63682469946366,2.12018765068757,,
4421526169599576576,229.5398257585915,2.07902811159475,4.279437792637183,-8.849583177450173
4421570665460757376,229.78884632869256,2.0761857566761805,,
4421572868779137536,229.61641905618254,2.076774123928782,3.705071248927235,-8.844019591659928
4421573384175348224,229.64534827465388,2.1010695738691845,,
4421572903142724736,229.6424055413132,2.0837783735800857,,
4421569295365018368,229.71991438525535,2.055834962324436,,
